_id,average_temperature,timestamp
65d618d29bbfcab56259e5e8,282.54,2024-02-21 16:37:54.921
65d618d29bbfcab56259e5e9,282.54,2024-02-21 16:37:54.940
65d618d29bbfcab56259e5ea,282.54,2024-02-21 16:37:54.941
65e2f2017decc513dec58ace,280.22,2024-03-02 10:31:45.163
65e4582b1252da074a423efb,280.05,2024-03-03 11:59:55.527
